date,time,type,trigger_level,entry_price,orb_high,orb_low,orb_range,volume,rsi,confidence_score,confidence_level,breakout_pct
2025-04-25,2025-04-25 09:52:00,SHORT,465.9,465.79,468.46,465.9,2.5600000000000023,17291,27.091633466135818,2.0,LOW,4.296874999998309
2025-04-28,2025-04-28 09:58:00,SHORT,471.53,471.09,474.8,471.53,3.2700000000000387,13216,16.737288135593346,1.5,LOW,13.455657492354511
2025-04-29,2025-04-29 10:01:00,LONG,472.5,472.63,472.5,469.61,2.8899999999999864,19791,54.210526315789245,9.0,HIGH,4.498269896193636
2025-04-30,2025-04-30 09:56:00,SHORT,463.15,463.03,467.21,463.15,4.060000000000002,26225,46.96132596685049,3.0,LOW,2.955665024630652
2025-05-01,2025-05-01 09:59:00,SHORT,481.46,481.0,483.88,481.46,2.420000000000016,22828,30.888888888888573,4.5,MEDIUM,19.008264462808945
2025-05-02,2025-05-02 10:10:00,LONG,487.62,487.77,487.62,485.15,2.4700000000000273,19527,76.74418604651049,2.0,LOW,6.072874493926138
2025-05-05,2025-05-05 09:57:00,LONG,485.87,486.06,485.87,484.1,1.7699999999999818,8431,66.8103448275869,8.0,HIGH,10.73446327683614
2025-05-06,2025-05-06 09:51:00,SHORT,479.17,478.93,481.19,479.17,2.019999999999982,23367,29.490616621984373,1.5,LOW,11.881188118812439
2025-05-07,2025-05-07 09:57:00,LONG,483.01,483.05,483.01,481.2,1.8100000000000023,6247,56.44171779141141,8.5,HIGH,2.209944751382343
2025-05-08,2025-05-08 10:11:00,SHORT,486.08,485.65,488.74,486.08,2.660000000000025,10297,25.6484149855914,2.5,LOW,16.16541353383469
2025-05-09,2025-05-09 09:52:00,SHORT,490.09,489.81,491.53,490.09,1.4399999999999977,11030,19.841269841268627,2.5,LOW,19.44444444444258
2025-05-12,2025-05-12 10:28:00,SHORT,502.79,502.65,507.05,502.79,4.259999999999991,31180,18.05929919137492,1.5,LOW,3.2863849765268425
2025-05-13,2025-05-13 09:51:00,LONG,511.04,511.43,511.04,508.42,2.6200000000000045,22203,71.82130584192348,2.0,LOW,14.88549618320556
2025-05-19,2025-05-19 10:01:00,LONG,518.44,518.72,518.44,514.3,4.1400000000001,48491,66.08391608391537,3.5,LOW,6.763285024153768
2025-05-21,2025-05-21 09:51:00,LONG,518.81,519.13,518.81,516.21,2.599999999999909,46698,79.44664031620603,0.0,LOW,12.307692307694662
2025-05-22,2025-05-22 09:52:00,LONG,514.85,515.31,514.85,512.31,2.5400000000000773,50865,69.1542288557203,7.5,HIGH,18.110236220468845
